ad_id,page_id,page_name,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,demographic_distribution,funding_entity,impressions_min,spend_min,spend_max,ad_url,currency
205791821478415,1830425247191865,Cordaid,"Een groot deel van de bevolking van Mayanmar worstelt met grote uitdagingen als gevolg van conflict, natuurrampen en armoede. 🌏

In mei 2008 liet cycloon Nargis bijna niets over van het gebied Irawaddy Delta, met tienduizenden doden als gevolg. Na de ramp wilden de boeren zo snel mogelijk hun bedrijf weer opbouwen. Daarom zijn ze geld gaan lenen, maar de rentes waren zo hoog dat ze niets overhielden om van te leven.

Om deze armoedecirkel te doorbreken, besloten ontwikkelingsorganisaties in Myanmar in te grijpen. Na de verwoesting van Nargis richtte de maatschappelijke organisatie Proximity Designs een nieuwe tak op voor het verstrekken van microkredieten: Proximity Finance. Via Proximity Finance en enkele andere microkredietinstellingen steunt Cordaid boeren in Myanmar. Duizenden arme boeren worden zo geholpen te overleven en te werken aan een betere toekomst. 🙏👨‍🌾❤️

Lees meer over hoe we investeren in de toekomst van Myanmar 👉🏻 https://bit.ly/3c6kEKQ
 
#OpDeWereldOmElkaarTeHelpen #Myanmar",,,,2021-07-29,2021-08-02,"[{'percentage': '0.000806', 'age': '25-34', 'gender': 'unknown', 'ad_id': '205791821478415'}, {'percentage': '0.057622', 'age': '65+', 'gender': 'male', 'ad_id': '205791821478415'}, {'percentage': '0.000845', 'age': '35-44', 'gender': 'unknown', 'ad_id': '205791821478415'}, {'percentage': '0.000346', 'age': '18-24', 'gender': 'unknown', 'ad_id': '205791821478415'}, {'percentage': '0.02407', 'age': '45-54', 'gender': 'male', 'ad_id': '205791821478415'}, {'percentage': '0.149142', 'age': '25-34', 'gender': 'female', 'ad_id': '205791821478415'}, {'percentage': '0.020845', 'age': '35-44', 'gender': 'male', 'ad_id': '205791821478415'}, {'percentage': '0.121886', 'age': '45-54', 'gender': 'female', 'ad_id': '205791821478415'}, {'percentage': '0.035664', 'age': '25-34', 'gender': 'male', 'ad_id': '205791821478415'}, {'percentage': '0.000729', 'age': '55-64', 'gender': 'unknown', 'ad_id': '205791821478415'}, {'percentage': '0.000499', 'age': '65+', 'gender': 'unknown', 'ad_id': '205791821478415'}, {'percentage': '0.05267', 'age': '18-24', 'gender': 'female', 'ad_id': '205791821478415'}, {'percentage': '0.173212', 'age': '55-64', 'gender': 'female', 'ad_id': '205791821478415'}, {'percentage': '0.202695', 'age': '65+', 'gender': 'female', 'ad_id': '205791821478415'}, {'percentage': '0.035318', 'age': '55-64', 'gender': 'male', 'ad_id': '205791821478415'}, {'percentage': '0.029521', 'age': '18-24', 'gender': 'male', 'ad_id': '205791821478415'}, {'percentage': '0.093478', 'age': '35-44', 'gender': 'female', 'ad_id': '205791821478415'}, {'percentage': '0.000653', 'age': '45-54', 'gender': 'unknown', 'ad_id': '205791821478415'}]",Cordaid,35000,200,299,https://www.facebook.com/ads/library/?id=205791821478415,EUR
521523795794676,1830425247191865,Cordaid,"Een groot deel van de bevolking van Mayanmar worstelt met grote uitdagingen als gevolg van conflict, natuurrampen en armoede. 🌏

In mei 2008 liet cycloon Nargis bijna niets over van het gebied Irawaddy Delta, met tienduizenden doden als gevolg. Na de ramp wilden de boeren zo snel mogelijk hun bedrijf weer opbouwen. Daarom zijn ze geld gaan lenen, maar de rentes waren zo hoog dat ze niets overhielden om van te leven.

Om deze armoedecirkel te doorbreken, besloten ontwikkelingsorganisaties in Myanmar in te grijpen. Na de verwoesting van Nargis richtte de maatschappelijke organisatie Proximity Designs een nieuwe tak op voor het verstrekken van microkredieten: Proximity Finance. Via Proximity Finance en enkele andere microkredietinstellingen steunt Cordaid boeren in Myanmar. Duizenden arme boeren worden zo geholpen te overleven en te werken aan een betere toekomst. 🙏👨‍🌾❤️

Lees meer over hoe we investeren in de toekomst van Myanmar 👉🏻 https://bit.ly/3c6kEKQ
 
#OpDeWereldOmElkaarTeHelpen #Myanmar",,,,2021-07-29,2021-08-02,"[{'percentage': '0.03117', 'age': '18-24', 'gender': 'female', 'ad_id': '521523795794676'}, {'percentage': '0.005621', 'age': '18-24', 'gender': 'male', 'ad_id': '521523795794676'}, {'percentage': '0.073071', 'age': '25-34', 'gender': 'female', 'ad_id': '521523795794676'}, {'percentage': '0.110373', 'age': '45-54', 'gender': 'female', 'ad_id': '521523795794676'}, {'percentage': '0.070005', 'age': '35-44', 'gender': 'female', 'ad_id': '521523795794676'}, {'percentage': '0.084824', 'age': '65+', 'gender': 'male', 'ad_id': '521523795794676'}, {'percentage': '0.299949', 'age': '65+', 'gender': 'female', 'ad_id': '521523795794676'}, {'percentage': '0.208993', 'age': '55-64', 'gender': 'female', 'ad_id': '521523795794676'}, {'percentage': '0.042412', 'age': '55-64', 'gender': 'male', 'ad_id': '521523795794676'}, {'percentage': '0.025549', 'age': '25-34', 'gender': 'male', 'ad_id': '521523795794676'}, {'percentage': '0.028615', 'age': '45-54', 'gender': 'male', 'ad_id': '521523795794676'}, {'percentage': '0.016863', 'age': '35-44', 'gender': 'male', 'ad_id': '521523795794676'}, {'percentage': '0.001533', 'age': '45-54', 'gender': 'unknown', 'ad_id': '521523795794676'}, {'percentage': '0.000511', 'age': '55-64', 'gender': 'unknown', 'ad_id': '521523795794676'}, {'percentage': '0.000511', 'age': '65+', 'gender': 'unknown', 'ad_id': '521523795794676'}]",Cordaid,3000,0,99,https://www.facebook.com/ads/library/?id=521523795794676,EUR
344875317212273,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-08,2021-07-15,"[{'percentage': '0.000747', 'age': '35-44', 'gender': 'unknown', 'ad_id': '344875317212273'}, {'percentage': '0.000249', 'age': '18-24', 'gender': 'unknown', 'ad_id': '344875317212273'}, {'percentage': '0.000249', 'age': '25-34', 'gender': 'unknown', 'ad_id': '344875317212273'}, {'percentage': '0.011958', 'age': '18-24', 'gender': 'female', 'ad_id': '344875317212273'}, {'percentage': '0.247882', 'age': '35-44', 'gender': 'male', 'ad_id': '344875317212273'}, {'percentage': '0.090932', 'age': '55-64', 'gender': 'male', 'ad_id': '344875317212273'}, {'percentage': '0.059542', 'age': '25-34', 'gender': 'female', 'ad_id': '344875317212273'}, {'percentage': '0.179123', 'age': '45-54', 'gender': 'male', 'ad_id': '344875317212273'}, {'percentage': '0.224464', 'age': '25-34', 'gender': 'male', 'ad_id': '344875317212273'}, {'percentage': '0.076233', 'age': '35-44', 'gender': 'female', 'ad_id': '344875317212273'}, {'percentage': '0.051071', 'age': '18-24', 'gender': 'male', 'ad_id': '344875317212273'}, {'percentage': '0.017688', 'age': '55-64', 'gender': 'female', 'ad_id': '344875317212273'}, {'percentage': '0.038615', 'age': '45-54', 'gender': 'female', 'ad_id': '344875317212273'}, {'percentage': '0.001246', 'age': '45-54', 'gender': 'unknown', 'ad_id': '344875317212273'}]",ASN Bank,6000,200,299,https://www.facebook.com/ads/library/?id=344875317212273,EUR
329654535415246,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-08,2021-07-15,"[{'percentage': '0.002215', 'age': '45-54', 'gender': 'unknown', 'ad_id': '329654535415246'}, {'percentage': '0.003322', 'age': '35-44', 'gender': 'unknown', 'ad_id': '329654535415246'}, {'percentage': '0.139535', 'age': '45-54', 'gender': 'male', 'ad_id': '329654535415246'}, {'percentage': '0.140642', 'age': '55-64', 'gender': 'male', 'ad_id': '329654535415246'}, {'percentage': '0.115172', 'age': '35-44', 'gender': 'female', 'ad_id': '329654535415246'}, {'percentage': '0.140642', 'age': '45-54', 'gender': 'female', 'ad_id': '329654535415246'}, {'percentage': '0.127353', 'age': '55-64', 'gender': 'female', 'ad_id': '329654535415246'}, {'percentage': '0.114064', 'age': '25-34', 'gender': 'male', 'ad_id': '329654535415246'}, {'percentage': '0.110742', 'age': '25-34', 'gender': 'female', 'ad_id': '329654535415246'}, {'percentage': '0.106312', 'age': '35-44', 'gender': 'male', 'ad_id': '329654535415246'}]",ASN Bank,1000,0,99,https://www.facebook.com/ads/library/?id=329654535415246,EUR
501963150918953,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-08,2021-07-14,"[{'percentage': '0.008439', 'age': '18-24', 'gender': 'female', 'ad_id': '501963150918953'}, {'percentage': '0.042194', 'age': '55-64', 'gender': 'female', 'ad_id': '501963150918953'}, {'percentage': '0.050633', 'age': '18-24', 'gender': 'male', 'ad_id': '501963150918953'}, {'percentage': '0.033755', 'age': '45-54', 'gender': 'female', 'ad_id': '501963150918953'}, {'percentage': '0.059072', 'age': '35-44', 'gender': 'female', 'ad_id': '501963150918953'}, {'percentage': '0.185654', 'age': '45-54', 'gender': 'male', 'ad_id': '501963150918953'}, {'percentage': '0.248945', 'age': '25-34', 'gender': 'male', 'ad_id': '501963150918953'}, {'percentage': '0.126582', 'age': '55-64', 'gender': 'male', 'ad_id': '501963150918953'}, {'percentage': '0.168776', 'age': '35-44', 'gender': 'male', 'ad_id': '501963150918953'}, {'percentage': '0.075949', 'age': '25-34', 'gender': 'female', 'ad_id': '501963150918953'}]",ASN Bank,0,0,99,https://www.facebook.com/ads/library/?id=501963150918953,EUR
505028233886868,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-08,2021-07-15,"[{'percentage': '0.000709', 'age': '25-34', 'gender': 'unknown', 'ad_id': '505028233886868'}, {'percentage': '0.00078', 'age': '55-64', 'gender': 'unknown', 'ad_id': '505028233886868'}, {'percentage': '0.120366', 'age': '35-44', 'gender': 'female', 'ad_id': '505028233886868'}, {'percentage': '0.118877', 'age': '55-64', 'gender': 'male', 'ad_id': '505028233886868'}, {'percentage': '0.158007', 'age': '35-44', 'gender': 'male', 'ad_id': '505028233886868'}, {'percentage': '0.099242', 'age': '45-54', 'gender': 'female', 'ad_id': '505028233886868'}, {'percentage': '0.143688', 'age': '45-54', 'gender': 'male', 'ad_id': '505028233886868'}, {'percentage': '0.064294', 'age': '55-64', 'gender': 'female', 'ad_id': '505028233886868'}, {'percentage': '0.170908', 'age': '25-34', 'gender': 'male', 'ad_id': '505028233886868'}, {'percentage': '0.121146', 'age': '25-34', 'gender': 'female', 'ad_id': '505028233886868'}, {'percentage': '0.000992', 'age': '45-54', 'gender': 'unknown', 'ad_id': '505028233886868'}, {'percentage': '0.000992', 'age': '35-44', 'gender': 'unknown', 'ad_id': '505028233886868'}]",ASN Bank,20000,400,499,https://www.facebook.com/ads/library/?id=505028233886868,EUR
398087694963091,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-06,2021-07-08,"[{'percentage': '0.014493', 'age': '18-24', 'gender': 'female', 'ad_id': '398087694963091'}, {'percentage': '0.004831', 'age': '45-54', 'gender': 'unknown', 'ad_id': '398087694963091'}, {'percentage': '0.004831', 'age': '55-64', 'gender': 'unknown', 'ad_id': '398087694963091'}, {'percentage': '0.067633', 'age': '25-34', 'gender': 'female', 'ad_id': '398087694963091'}, {'percentage': '0.077295', 'age': '18-24', 'gender': 'male', 'ad_id': '398087694963091'}, {'percentage': '0.111111', 'age': '35-44', 'gender': 'female', 'ad_id': '398087694963091'}, {'percentage': '0.130435', 'age': '45-54', 'gender': 'male', 'ad_id': '398087694963091'}, {'percentage': '0.140097', 'age': '35-44', 'gender': 'male', 'ad_id': '398087694963091'}, {'percentage': '0.057971', 'age': '55-64', 'gender': 'female', 'ad_id': '398087694963091'}, {'percentage': '0.164251', 'age': '25-34', 'gender': 'male', 'ad_id': '398087694963091'}, {'percentage': '0.096618', 'age': '45-54', 'gender': 'female', 'ad_id': '398087694963091'}, {'percentage': '0.130435', 'age': '55-64', 'gender': 'male', 'ad_id': '398087694963091'}]",ASN Bank,0,0,99,https://www.facebook.com/ads/library/?id=398087694963091,EUR
240835367607073,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-06,2021-07-09,"[{'percentage': '0.000967', 'age': '35-44', 'gender': 'unknown', 'ad_id': '240835367607073'}, {'percentage': '0.001693', 'age': '45-54', 'gender': 'unknown', 'ad_id': '240835367607073'}, {'percentage': '0.001935', 'age': '25-34', 'gender': 'unknown', 'ad_id': '240835367607073'}, {'percentage': '0.120919', 'age': '35-44', 'gender': 'male', 'ad_id': '240835367607073'}, {'percentage': '0.092624', 'age': '55-64', 'gender': 'female', 'ad_id': '240835367607073'}, {'percentage': '0.135429', 'age': '55-64', 'gender': 'male', 'ad_id': '240835367607073'}, {'percentage': '0.198307', 'age': '25-34', 'gender': 'male', 'ad_id': '240835367607073'}, {'percentage': '0.129867', 'age': '25-34', 'gender': 'female', 'ad_id': '240835367607073'}, {'percentage': '0.096252', 'age': '35-44', 'gender': 'female', 'ad_id': '240835367607073'}, {'percentage': '0.092866', 'age': '45-54', 'gender': 'female', 'ad_id': '240835367607073'}, {'percentage': '0.128174', 'age': '45-54', 'gender': 'male', 'ad_id': '240835367607073'}, {'percentage': '0.000967', 'age': '55-64', 'gender': 'unknown', 'ad_id': '240835367607073'}]",ASN Bank,5000,0,99,https://www.facebook.com/ads/library/?id=240835367607073,EUR
514824089764451,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-06,2021-07-09,"[{'percentage': '0.03733', 'age': '45-54', 'gender': 'female', 'ad_id': '514824089764451'}, {'percentage': '0.078966', 'age': '25-34', 'gender': 'female', 'ad_id': '514824089764451'}, {'percentage': '0.025126', 'age': '55-64', 'gender': 'female', 'ad_id': '514824089764451'}, {'percentage': '0.054917', 'age': '18-24', 'gender': 'male', 'ad_id': '514824089764451'}, {'percentage': '0.150395', 'age': '45-54', 'gender': 'male', 'ad_id': '514824089764451'}, {'percentage': '0.091529', 'age': '55-64', 'gender': 'male', 'ad_id': '514824089764451'}, {'percentage': '0.053482', 'age': '35-44', 'gender': 'female', 'ad_id': '514824089764451'}, {'percentage': '0.205671', 'age': '35-44', 'gender': 'male', 'ad_id': '514824089764451'}, {'percentage': '0.283202', 'age': '25-34', 'gender': 'male', 'ad_id': '514824089764451'}, {'percentage': '0.018306', 'age': '18-24', 'gender': 'female', 'ad_id': '514824089764451'}, {'percentage': '0.000718', 'age': '45-54', 'gender': 'unknown', 'ad_id': '514824089764451'}, {'percentage': '0.000359', 'age': '35-44', 'gender': 'unknown', 'ad_id': '514824089764451'}]",ASN Bank,3000,100,199,https://www.facebook.com/ads/library/?id=514824089764451,EUR
1788787457996489,133687759997528,ASN Bank,"Ontdek de voordelen van de ASN Hypotheek:
✅ Hypotheekdeel tegen lage rente om je huis energiezuiniger te maken.
✅ Rentekorting op je hypotheek als je ASN Duurzaam Wonen afsluit.
✅ Goed voor jou en het klimaat.",fb.me,,Gratis oriënterend gesprek,2021-07-06,2021-07-08,"[{'percentage': '0.004184', 'age': '45-54', 'gender': 'unknown', 'ad_id': '1788787457996489'}, {'percentage': '0.002092', 'age': '35-44', 'gender': 'unknown', 'ad_id': '1788787457996489'}, {'percentage': '0.156904', 'age': '25-34', 'gender': 'female', 'ad_id': '1788787457996489'}, {'percentage': '0.127615', 'age': '55-64', 'gender': 'female', 'ad_id': '1788787457996489'}, {'percentage': '0.125523', 'age': '55-64', 'gender': 'male', 'ad_id': '1788787457996489'}, {'percentage': '0.123431', 'age': '45-54', 'gender': 'male', 'ad_id': '1788787457996489'}, {'percentage': '0.121339', 'age': '25-34', 'gender': 'male', 'ad_id': '1788787457996489'}, {'percentage': '0.148536', 'age': '45-54', 'gender': 'female', 'ad_id': '1788787457996489'}, {'percentage': '0.085774', 'age': '35-44', 'gender': 'male', 'ad_id': '1788787457996489'}, {'percentage': '0.104603', 'age': '35-44', 'gender': 'female', 'ad_id': '1788787457996489'}]",ASN Bank,0,0,99,https://www.facebook.com/ads/library/?id=1788787457996489,EUR
