ad_id,page_id,page_name,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,demographic_distribution,funding_entity,impressions_min,spend_min,spend_max,ad_url,currency
213921107426464,347026811974195,Gemeente Bronckhorst,"Kun je door de coronacrisis de noodzakelijke kosten van bestaan niet meer betalen, zoals huur, hypotheek of gas, water en licht van jouw privéwoning? 🏠 Dan kan de TONK-regeling je misschien helpen! Voldoe je aan de voorwaarden, dan hoef je het uitgekeerde bedrag niet terug te betalen.
  
 Voor meer informatie en aanvragen zie het artikel op onze website: https://bit.ly/3v9Pjym. 👈
 * De regeling loopt vanaf 1 januari 2021 t/m 30 september 2021.",,,,2021-09-08,,"[{'percentage': '0.002227', 'age': '45-54', 'gender': 'unknown', 'ad_id': '213921107426464'}, {'percentage': '0.135857', 'age': '55-64', 'gender': 'female', 'ad_id': '213921107426464'}, {'percentage': '0.091314', 'age': '35-44', 'gender': 'female', 'ad_id': '213921107426464'}, {'percentage': '0.187082', 'age': '45-54', 'gender': 'female', 'ad_id': '213921107426464'}, {'percentage': '0.11804', 'age': '45-54', 'gender': 'male', 'ad_id': '213921107426464'}, {'percentage': '0.146993', 'age': '25-34', 'gender': 'male', 'ad_id': '213921107426464'}, {'percentage': '0.075724', 'age': '25-34', 'gender': 'female', 'ad_id': '213921107426464'}, {'percentage': '0.084633', 'age': '35-44', 'gender': 'male', 'ad_id': '213921107426464'}, {'percentage': '0.10245', 'age': '55-64', 'gender': 'male', 'ad_id': '213921107426464'}, {'percentage': '0.046771', 'age': '18-24', 'gender': 'male', 'ad_id': '213921107426464'}, {'percentage': '0.004454', 'age': '18-24', 'gender': 'female', 'ad_id': '213921107426464'}, {'percentage': '0.004454', 'age': '35-44', 'gender': 'unknown', 'ad_id': '213921107426464'}]",Gemeente Bronckhorst,0,0,99,https://www.facebook.com/ads/library/?id=213921107426464,EUR
370230621364815,100494124700654,Nationaalhypotheekplan.nl,"Gelderland! Heb jij je hypotheek tussen 1993 en 2013 afgesloten? Met onze bespaarcheck weet je hoeveel jij kan besparen. 

✅ Bespaar ieder jaar gemiddeld €830
✅ Gratis offerte: no cure no pay 
✅ Maximaal besparen op je hypotheek 
✅ Snel geregeld dus snel besparen

Check gratis en vrijblijvend in 1 minuut jouw maximale besparing!",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-09-03,2021-09-08,"[{'percentage': '0.001533', 'age': '35-44', 'gender': 'unknown', 'ad_id': '370230621364815'}, {'percentage': '0.003578', 'age': '45-54', 'gender': 'unknown', 'ad_id': '370230621364815'}, {'percentage': '0.12385', 'age': '45-54', 'gender': 'female', 'ad_id': '370230621364815'}, {'percentage': '0.090971', 'age': '55-64', 'gender': 'female', 'ad_id': '370230621364815'}, {'percentage': '0.321976', 'age': '55-64', 'gender': 'male', 'ad_id': '370230621364815'}, {'percentage': '0.330835', 'age': '45-54', 'gender': 'male', 'ad_id': '370230621364815'}, {'percentage': '0.031516', 'age': '35-44', 'gender': 'female', 'ad_id': '370230621364815'}, {'percentage': '0.094378', 'age': '35-44', 'gender': 'male', 'ad_id': '370230621364815'}, {'percentage': '0.001363', 'age': '55-64', 'gender': 'unknown', 'ad_id': '370230621364815'}]",Nationaalhypotheekplan.nl,9000,0,99,https://www.facebook.com/ads/library/?id=370230621364815,EUR
531269464820552,100494124700654,Nationaalhypotheekplan.nl,"ℹ️ Noord-Brabant! Heb je je hypotheek tussen 1993 en 2013 afgesloten? Grote kans dat jouw hypotheek goedkoper kan! 

💶 Gemiddelde besparing €16.557 in 20 jaar 
✅ Significant lagere hypotheeklasten 
👨‍💻 Gratis offerte: no cure no pay 

Doe vrijblijvend de bespaarcheck en bekijk hoeveel je kan besparen.",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-09-03,2021-09-08,"[{'percentage': '0.003517', 'age': '35-44', 'gender': 'unknown', 'ad_id': '531269464820552'}, {'percentage': '0.042497', 'age': '35-44', 'gender': 'female', 'ad_id': '531269464820552'}, {'percentage': '0.313306', 'age': '45-54', 'gender': 'male', 'ad_id': '531269464820552'}, {'percentage': '0.272567', 'age': '55-64', 'gender': 'male', 'ad_id': '531269464820552'}, {'percentage': '0.101407', 'age': '35-44', 'gender': 'male', 'ad_id': '531269464820552'}, {'percentage': '0.106975', 'age': '55-64', 'gender': 'female', 'ad_id': '531269464820552'}, {'percentage': '0.155041', 'age': '45-54', 'gender': 'female', 'ad_id': '531269464820552'}, {'percentage': '0.003517', 'age': '45-54', 'gender': 'unknown', 'ad_id': '531269464820552'}, {'percentage': '0.001172', 'age': '55-64', 'gender': 'unknown', 'ad_id': '531269464820552'}]",Nationaalhypotheekplan.nl,5000,0,99,https://www.facebook.com/ads/library/?id=531269464820552,EUR
560834021631234,100494124700654,Nationaalhypotheekplan.nl,"Limburg! Heb jij je hypotheek tussen 1993 en 2013 afgesloten? Met onze bespaarcheck weet je hoeveel jij kan besparen. 

✅ Bespaar ieder jaar gemiddeld €830
✅ Gratis offerte: no cure no pay 
✅ Maximaal besparen op je hypotheek 
✅ Snel geregeld dus snel besparen

Check gratis en vrijblijvend in 1 minuut jouw maximale besparing!",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-09-03,2021-09-08,"[{'percentage': '0.000801', 'age': '35-44', 'gender': 'unknown', 'ad_id': '560834021631234'}, {'percentage': '0.107729', 'age': '55-64', 'gender': 'female', 'ad_id': '560834021631234'}, {'percentage': '0.309371', 'age': '45-54', 'gender': 'male', 'ad_id': '560834021631234'}, {'percentage': '0.135162', 'age': '45-54', 'gender': 'female', 'ad_id': '560834021631234'}, {'percentage': '0.098118', 'age': '35-44', 'gender': 'male', 'ad_id': '560834021631234'}, {'percentage': '0.306568', 'age': '55-64', 'gender': 'male', 'ad_id': '560834021631234'}, {'percentage': '0.038646', 'age': '35-44', 'gender': 'female', 'ad_id': '560834021631234'}, {'percentage': '0.002603', 'age': '45-54', 'gender': 'unknown', 'ad_id': '560834021631234'}, {'percentage': '0.001001', 'age': '55-64', 'gender': 'unknown', 'ad_id': '560834021631234'}]",Nationaalhypotheekplan.nl,8000,0,99,https://www.facebook.com/ads/library/?id=560834021631234,EUR
1445324835867284,100494124700654,Nationaalhypotheekplan.nl,"Friesland! Heb jij je hypotheek tussen 1993 en 2013 afgesloten? Met onze bespaarcheck weet je hoeveel jij kan besparen. 

✅ Bespaar ieder jaar gemiddeld €830
✅ Gratis offerte: no cure no pay 
✅ Maximaal besparen op je hypotheek 
✅ Snel geregeld dus snel besparen

Check gratis en vrijblijvend in 1 minuut jouw maximale besparing!",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-09-03,2021-09-08,"[{'percentage': '0.001818', 'age': '35-44', 'gender': 'unknown', 'ad_id': '1445324835867284'}, {'percentage': '0.085732', 'age': '55-64', 'gender': 'female', 'ad_id': '1445324835867284'}, {'percentage': '0.150863', 'age': '45-54', 'gender': 'female', 'ad_id': '1445324835867284'}, {'percentage': '0.347773', 'age': '45-54', 'gender': 'male', 'ad_id': '1445324835867284'}, {'percentage': '0.12269', 'age': '35-44', 'gender': 'male', 'ad_id': '1445324835867284'}, {'percentage': '0.237807', 'age': '55-64', 'gender': 'male', 'ad_id': '1445324835867284'}, {'percentage': '0.049682', 'age': '35-44', 'gender': 'female', 'ad_id': '1445324835867284'}, {'percentage': '0.003029', 'age': '45-54', 'gender': 'unknown', 'ad_id': '1445324835867284'}, {'percentage': '0.000606', 'age': '55-64', 'gender': 'unknown', 'ad_id': '1445324835867284'}]",Nationaalhypotheekplan.nl,5000,0,99,https://www.facebook.com/ads/library/?id=1445324835867284,EUR
1738903362978047,100494124700654,Nationaalhypotheekplan.nl,"ℹ️ Drenthe! Heb je je hypotheek tussen 1993 en 2013 afgesloten? Grote kans dat jouw hypotheek goedkoper kan! 

💶 Gemiddelde besparing €16.557 in 20 jaar 
✅ Significant lagere hypotheeklasten 
👨‍💻 Gratis offerte: no cure no pay 

Doe vrijblijvend de bespaarcheck en bekijk hoeveel je kan besparen.",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-09-03,2021-09-08,"[{'percentage': '0.003367', 'age': '35-44', 'gender': 'unknown', 'ad_id': '1738903362978047'}, {'percentage': '0.095398', 'age': '55-64', 'gender': 'female', 'ad_id': '1738903362978047'}, {'percentage': '0.124018', 'age': '45-54', 'gender': 'female', 'ad_id': '1738903362978047'}, {'percentage': '0.304153', 'age': '55-64', 'gender': 'male', 'ad_id': '1738903362978047'}, {'percentage': '0.32716', 'age': '45-54', 'gender': 'male', 'ad_id': '1738903362978047'}, {'percentage': '0.098204', 'age': '35-44', 'gender': 'male', 'ad_id': '1738903362978047'}, {'percentage': '0.039282', 'age': '35-44', 'gender': 'female', 'ad_id': '1738903362978047'}, {'percentage': '0.002806', 'age': '55-64', 'gender': 'unknown', 'ad_id': '1738903362978047'}, {'percentage': '0.005612', 'age': '45-54', 'gender': 'unknown', 'ad_id': '1738903362978047'}]",Nationaalhypotheekplan.nl,3000,0,99,https://www.facebook.com/ads/library/?id=1738903362978047,EUR
1525964154415380,499076760171069,Van Dijk Financieel Adviseurs,"Ziek of werkloos: kun jij de hypotheek dan wel betalen?

Wist je dat één op de tien werkende mensen in Nederland zo ziek wordt dat hij of zij nooit meer (helemaal) aan de slag kan? En dat je bij werkloosheid na twee maanden hooguit 70% van je laatstverdiende loon krijgt én dat je niet langer dan twee jaar recht hebt op een uitkering? Stel dat het jou gebeurt. Kun jij de hypotheek dan wel betalen?

Of je nu al een huis hebt of van plan bent om binnenkort je eerste woning te kopen, het is altijd verstandig om ook stil te staan bij minder leuke scenario’s. In dit artikel laten we je zien hoe groot de impact van ziekte en werkloosheid kan zijn.

Financiële gevolgen
Eind 2019 waren er in Nederland ruim 800.000 mensen met een arbeidsongeschiktheidsuitkering. Elk jaar komen daar meer dan 50.000 bij. Toch houdt bijna niemand er rekening mee dat het hem of haar kan overkomen. Daardoor kijken we ook niet naar de financiële gevolgen ervan.

Voor werkloosheid geldt hetzelfde. Jij denkt vast ook dat je zo weer een andere baan vindt, mocht je werkloos worden. Maar wat als een hele sector opeens stilvalt? Sinds de corona-crisis weten we dat het zomaar kan gebeuren. En als het je wel lukt, is het dan wel een baan met hetzelfde salaris als je nu hebt?

Wettelijke regelingen arbeidsongeschiktheid
Wie na twee jaar ziek te zijn geweest (gedeeltelijk) arbeidsongeschikt blijft, kan voor een uitkering in aanmerking komen. Je moet dan wel voor tenminste 35% zijn ‘afgekeurd’. Ben je 30% arbeidsongeschikt? Dan krijg je niets. Op de website van het Nibud vind je een duidelijke uitleg.

Rekenvoorbeeld 1: volledig arbeidsongeschikt
Maria is een topvertegenwoordiger en heeft een brutosalaris van € 7.000 per maand. Dan raakt ze betrokken bij een auto-ongeluk. De gevolgen zijn zo ingrijpend, dat ze niet meer kan werken. In de eerste twee jaar krijgt Maria 70% van haar loon doorbetaald vanwege de loondoorbetalingsplicht van haar werkgever. Haar bruto-inkomen daalt naar € 4.900. Daarna blijkt dat ze volledig arbeidsongeschikt blijft en krijgt ze nog maar € 3.679 bruto per maand. Haar inkomsten zijn dus bijna gehalveerd.

Rekenvoorbeeld 2: minder dan 35% arbeidsongeschikt
Hans is teamleader bij een middelgroot bedrijf. Hij heeft een brutosalaris van € 5.000. Door verdrietige gebeurtenissen in zijn familie raakt Hans depressief. Nadat hij twee jaar gedeeltelijk doorbetaald is door zijn werkgever (met een bruto-uitkering van € 3.500) wordt hij bij de keuring voor 30% arbeidsongeschikt verklaard. Hans gaat weer 70% aan het werk. Zijn nieuwe salaris is € 3.500 bruto en hij krijgt geen uitkering.

Rekenvoorbeeld 3: 50% arbeidsongeschikt
Jeroen werkt in de zorg en heeft een brutosalaris van € 2.500. Op een dag vertilt hij zich, waardoor hij blijvende rugklachten krijgt. Na twee jaar loondoorbetaling (inkomen: € 1.750 bruto) wordt Jeroen voor 50% afgekeurd. Zijn nieuwe salaris wordt € 1.250 bruto. Verder krijgt hij een uitkering van € 875. Zijn bruto inkomen is dus € 2.125.

Wettelijke regeling werkloosheid
Als je buiten je eigen schuld om werkloos wordt, heb je recht op WW. Die bedraagt de eerste twee maanden 75% van je laatstverdiende loon (over een maximaal bruto bedrag van € 4.900 per maand) en daarna 70%. Afhankelijk van je werkverleden krijg je de uitkering langer of korter: minimaal drie maanden, maximaal twee jaar. Via cao-afspraken kan de uitkeringsduur nog iets verlengd zijn, tot een totale maximale uitkeringsduur van 3 jaar. Ook hierover heeft het Nibud een helder artikel gepubliceerd.

Bijstand en koophuis
Heb je na die periode geen andere baan gevonden? Dan kom je in de bijstand. Je inkomen daalt dan tot 70% van het minimumloon (€ 1.541 bruto per maand) als je getrouwd bent of samenwoont en je partner heeft geen inkomen. Ben je alleenstaand? Dan krijg je slechts € 1.078 bruto per maand.

Heb je een koophuis dat tenminste € 53.100 meer waard is dan het openstaande hypotheekbedrag? Dan kan de gemeente bepalen dat de bijstand geen uitkering is, maar een lening. Je moet je huis dan dus gedeeltelijk ‘opeten’. Meer hierover lees je bij de Rijksoverheid.

Verzekering of niet?
Twijfel jij of je je huis nog wel kunt betalen als je ziek of werkloos wordt? Als Erkend Financieel Adviseur kunnen we voor je berekenen hoe jouw financiële plaatje eruit komt te zien, mocht het je overkomen.

Pas als je weet wat de impact is, kun je besluiten of je het risico wilt lopen of niet. Zo niet, dan kun je een verzekering afsluiten die jouw inkomen gedeeltelijk of helemaal aanvult. Ook daarover adviseren we graag.",,,,2021-08-24,2021-08-25,"[{'percentage': '0.029586', 'age': '25-34', 'gender': 'female', 'ad_id': '1525964154415380'}, {'percentage': '0.112426', 'age': '55-64', 'gender': 'female', 'ad_id': '1525964154415380'}, {'percentage': '0.047337', 'age': '35-44', 'gender': 'female', 'ad_id': '1525964154415380'}, {'percentage': '0.08284', 'age': '45-54', 'gender': 'male', 'ad_id': '1525964154415380'}, {'percentage': '0.213018', 'age': '65+', 'gender': 'female', 'ad_id': '1525964154415380'}, {'percentage': '0.071006', 'age': '25-34', 'gender': 'male', 'ad_id': '1525964154415380'}, {'percentage': '0.118343', 'age': '35-44', 'gender': 'male', 'ad_id': '1525964154415380'}, {'percentage': '0.112426', 'age': '65+', 'gender': 'male', 'ad_id': '1525964154415380'}, {'percentage': '0.130178', 'age': '55-64', 'gender': 'male', 'ad_id': '1525964154415380'}, {'percentage': '0.073964', 'age': '45-54', 'gender': 'female', 'ad_id': '1525964154415380'}, {'percentage': '0.005917', 'age': '18-24', 'gender': 'male', 'ad_id': '1525964154415380'}, {'percentage': '0.002959', 'age': '35-44', 'gender': 'unknown', 'ad_id': '1525964154415380'}]",,0,0,99,https://www.facebook.com/ads/library/?id=1525964154415380,EUR
820514368838943,100494124700654,Nationaalhypotheekplan.nl,"Heb jij je hypotheek tussen 1993 en 2013 afgesloten? Met onze bespaarcheck weet je hoeveel jij kan besparen. 

💶 Bespaar ieder jaar gemiddeld €830
💥 Gratis offerte: no cure no pay 
✅ Maximaal besparen op je hypotheek 
🎯 Snel geregeld dus snel besparen
Check gratis en vrijblijvend in 1 minuut jouw maximale besparing!",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-07-19,2021-09-04,"[{'percentage': '0.000591', 'age': '35-44', 'gender': 'unknown', 'ad_id': '820514368838943'}, {'percentage': '0.001625', 'age': '55-64', 'gender': 'unknown', 'ad_id': '820514368838943'}, {'percentage': '0.001772', 'age': '45-54', 'gender': 'unknown', 'ad_id': '820514368838943'}, {'percentage': '0.171467', 'age': '45-54', 'gender': 'female', 'ad_id': '820514368838943'}, {'percentage': '0.188008', 'age': '55-64', 'gender': 'male', 'ad_id': '820514368838943'}, {'percentage': '0.084035', 'age': '35-44', 'gender': 'female', 'ad_id': '820514368838943'}, {'percentage': '0.161128', 'age': '35-44', 'gender': 'male', 'ad_id': '820514368838943'}, {'percentage': '0.308669', 'age': '45-54', 'gender': 'male', 'ad_id': '820514368838943'}, {'percentage': '0.082706', 'age': '55-64', 'gender': 'female', 'ad_id': '820514368838943'}]",Nationaalhypotheekplan.nl,10000,100,199,https://www.facebook.com/ads/library/?id=820514368838943,EUR
210146721010447,100494124700654,Nationaalhypotheekplan.nl,"Heb jij je hypotheek tussen 1993 en 2013 afgesloten? Met onze bespaarcheck weet je hoeveel jij kan besparen. 

💶 Bespaar ieder jaar gemiddeld €830
💥 Gratis offerte: no cure no pay 
✅ Maximaal besparen op je hypotheek 
🎯 Snel geregeld dus snel besparen
Check gratis en vrijblijvend in 1 minuut jouw maximale besparing!",nationaalhypotheekplan.nl,De bespaarspecialist van NL,✅ Start jouw bespaarcheck,2021-07-09,2021-07-15,"[{'percentage': '0.001278', 'age': '45-54', 'gender': 'unknown', 'ad_id': '210146721010447'}, {'percentage': '0.001172', 'age': '55-64', 'gender': 'unknown', 'ad_id': '210146721010447'}, {'percentage': '0.199446', 'age': '45-54', 'gender': 'female', 'ad_id': '210146721010447'}, {'percentage': '0.42638', 'age': '45-54', 'gender': 'male', 'ad_id': '210146721010447'}, {'percentage': '0.109525', 'age': '55-64', 'gender': 'female', 'ad_id': '210146721010447'}, {'percentage': '0.262199', 'age': '55-64', 'gender': 'male', 'ad_id': '210146721010447'}]",Nationaalhypotheekplan.nl,15000,100,199,https://www.facebook.com/ads/library/?id=210146721010447,EUR
531865211354144,331584060673557,Stadspartij voor Stad en Ommeland,"Gistermiddag en avond was het jaarlijkse voorjaarsdebat Tijdens dit debat sprak de gemeenteraad zich uit over de plannen van het college voor 2022. Onze fractievoorzitter Amrut Sijbolts zei onder andere het volgende: 

“De Stadspartij maakt zich al jaren zorgen over de financiële huishouding van de gemeente Groningen. Dit is niet nieuw. Het feit dat de coalitie niet met een toekomstbestendige oplossing komt is dat ook niet"". 

“En niet alleen zorgen over het uitgavepatroon van onze gemeente. Nee, voorzitter, datzelfde geldt voor de stijging en toename van lokale lasten voor onze inwoners en ondernemers door deze coalitie. In de periode van 1 januari 2019 tot en met 1 januari 2021 is in de voormalige gemeente Groningen de gemiddelde ozb-aanslag met 39,5% gestegen. In de voormalige gemeente Haren met 35,7% en in de voormalige gemeente Ten Boer met 18,3%"". 

“Een coalitie die koste wat kost alle ballen in de lucht wil houden neemt een hypotheek op de toekomst, weigert keuzes te maken en gooit de problemen over de schutting en op het bord van de volgende generaties. De coalitie heeft onder aanvoering van GroenLinks de reserves geplunderd. Dit alles onder het mom van: Na ons, de zondvloed"". 

“De Stadspartij ziet de armoede, de tweedeling en de kloof tussen arm en rijk nog steeds toenemen. Dat zien we aan het aantal mensen met een bijstandsuitkering en het aantal huishoudens die leven op of onder het sociale minimum"". 

“We moeten dan ook echte banen creëren om mensen (weer) aan het werk te helpen. Met kansloze projecten zoals Schakelkans en de basisbaan kunnen we beter stoppen.  
In plaats daarvan wil de Stadspartij meer inzetten op het aanbieden van fatsoenlijke banen met zicht op doorstroming en vast werk"". 

“Het financiële toekomstperspectief en de financiële knelpunten waren, zijn en blijven, allesbehalve rooskleurig. Dat is niet iets om Gezond en Gelukkig van te worden, hoogstens Groen van ergernis, zeker met al de ambities (de vele dure prestige projecten) van de coalitie en het college"".  

“Voorzitter, afrondend, na het zuur, komt het zoet. We zijn benieuwd naar de komende begroting en de keuzes die voorgesteld worden. Daarbij danken we de vertrekkende wethouder en wensen we de aanstaande wethouder van financiën veel succes. 
De Stadspartij blijft zich ook tijdens en na de zomer inzetten voor een leefbaar en herkenbaar Groningen, Haren, Ten Boer en alle andere dorpen"".",,,,2021-07-08,2021-07-11,"[{'percentage': '0.037333', 'age': '35-44', 'gender': 'female', 'ad_id': '531865211354144'}, {'percentage': '0.049333', 'age': '45-54', 'gender': 'female', 'ad_id': '531865211354144'}, {'percentage': '0.097333', 'age': '65+', 'gender': 'female', 'ad_id': '531865211354144'}, {'percentage': '0.136', 'age': '45-54', 'gender': 'male', 'ad_id': '531865211354144'}, {'percentage': '0.14', 'age': '65+', 'gender': 'male', 'ad_id': '531865211354144'}, {'percentage': '0.034667', 'age': '25-34', 'gender': 'female', 'ad_id': '531865211354144'}, {'percentage': '0.066667', 'age': '35-44', 'gender': 'male', 'ad_id': '531865211354144'}, {'percentage': '0.042667', 'age': '18-24', 'gender': 'female', 'ad_id': '531865211354144'}, {'percentage': '0.118667', 'age': '25-34', 'gender': 'male', 'ad_id': '531865211354144'}, {'percentage': '0.128', 'age': '55-64', 'gender': 'male', 'ad_id': '531865211354144'}, {'percentage': '0.088', 'age': '55-64', 'gender': 'female', 'ad_id': '531865211354144'}, {'percentage': '0.056', 'age': '18-24', 'gender': 'male', 'ad_id': '531865211354144'}, {'percentage': '0.002667', 'age': '45-54', 'gender': 'unknown', 'ad_id': '531865211354144'}, {'percentage': '0.001333', 'age': '35-44', 'gender': 'unknown', 'ad_id': '531865211354144'}, {'percentage': '0.001333', 'age': '25-34', 'gender': 'unknown', 'ad_id': '531865211354144'}]",Stichting Stadspartij Fractie Groningen,1000,0,99,https://www.facebook.com/ads/library/?id=531865211354144,EUR
